アカウント,投稿日時,投稿種別,いいね数,コメント数,投稿文
inakasoba.tagotosoba,2023/06/29 23:26,リール,9,0,"大阪梅田の中心街といえば！
ホワイティうめだ⭐️
風流　田舎そば
お待ちしております！

地下街サイネージ6で一斉に放映
次回7月17日〜30日
サウンドロゴはこちらでお楽しみくださいませ！

#風流田舎そば
#風流田毎そば
#正流田舎そば
#田舎そば　#田毎そば
#天ざる　#すだちそば
#親子丼　#鴨せいろそば
#ホワイティうめだ
#梅田　#ホワイティ
#茶屋町　#茶屋町風流田舎そば
#阪急三番街
#芦屋モンテメール
#泉北パンジョ
#なんばcity
#吹田イオン
#梅田ランチ　#芦屋ランチ
#泉ケ丘ランチ"
spring_press,2023/06/29 23:19,フィード,2,0,"【#ガチャNEWS】6/29付 #ガチャ人気ランキング＠#キデイランド大阪梅田店
 
①#サンリオキャラクターズ #ハッシュタグつける 2
②#おぱんちゅうさぎ めじるしアクセサリー
③#おジャ魔女どれみ スイーツクッキーチャーム
④#コジコジ めじるしアクセサリー
⑤#バックトゥザフューチャー ラバーマスコット
 
#売切の際はご容赦ください
 
#キデイランド #KIDDYLAND #大阪 #梅田 #阪急三番街
 
#ガチャ #ガチャガチャ #カプセルトイ #gacha #gachapon #gasyapon #capsuletoy #miniature #toys #toystagram
 
#たかがガチャ。
#されどガチャ。
#届けたい。
#その先で笑顔があふれ出すから。"
hane_watercolor_illustrations,2023/06/29 22:07,フィード,66,0,"『あちこちまちかど』展示は本日終了致しました。素晴らしい場所での展示機会を下さいましたカワチ画材阪急三番街店様と企画部様、ご高覧・ご購入頂いた皆様に心より感謝致します。本当にありがとうございました。これからも更なる進歩を目指して一歩ずつ頑張ります🍀

#羽根佐智子 #イラストレーション #illustration #イラストレーター #絵描き #illustrator #イラスト #illust #透明水彩 #水彩画 #風景画 #watercolor #手描き #handpainted #アナログイラスト #art #hane #hanewatercolorillustrations #個展 #大阪イベント #梅田イベント #阪急三番街 #カワチ画材 #カワチ画材阪急三番街店 #画人画廊 #あちこちまちかど"
chiemi_3sisters,2023/06/29 21:21,フィード,35,1,"パスタ🍝食べた日の…
・
阪急三番街の
「Pasta de Pasta パスタ　デ　パスタ」
・
その日はカルボナーラの気分だったので
「濃厚カルボナーラ温泉玉子添え」生パスタフィットチーネに変更🧀🥚
そして、バケットツリーの明太子バター❤️🧈とはちみつバター🍯🧈
・
バケットツリー大好き！！
バターしみしみで明太子もはちみつもしっかり入っててめっちゃウママー😋😋😋
カルボナーラも濃厚で大満足出来ました〜🧀🥚
・
#ある日のランチ #カルボナーラ#濃厚カルボナーラ温泉玉子添え#バケットツリー#明太子バター#はちみつバター#パスタデパスタ #阪急三番街#梅田#梅田ランチ
#lunch#pasta#pastadepasta#hankyusanbangai #umeda#umedalunch"
tocotoco_chan,2023/06/29 20:40,フィード,19,0,".
阪急梅田三番街
&coffee maison kayser でbreaktime☕️
美味しいパン屋さんMaison Kayserのコーヒー主体のお店がありました。
程よい酸味が爽やかなアイス珈琲、美味しかったです♡
クロワッサンやエクレアなど珈琲に合いそうなものが色々並んでたけど、お腹がいっぱいでこの時は無理でした😫
サービスでくれた小さなフィナンシェ、美味しかった♡ありがとう。
ご馳走様でした🎵

#メゾンカイザー
#maisonkayser 
#andcoffeemaisonkayser 
#コーヒースタンド
#フードホール
#阪急三番街
#梅田
#カフェ
#大阪カフェ 
#coffee
#美味しいもの好きな人と繋がりたい 
#食べるの好きな人と繋がりたい 
#グルメ好きな人と繋がりたい 
#グルメスタグラム"
desert_rose_spark,2023/06/29 20:08,フィード,22,0,"【DOUBLE STANDARD CLOTHING（ダブル スタンダード クロージング）】 

軽やかなポリエステルシフォンにあえてデニム柄をプリントしたブラウス。

唯一無二な風合いが存在感たっぷりです。 

デニムの無骨さがありながらも、細やかなプリーツ加工をふんだんに施したフリルが上品。 

ダブスタらしいメリハリのあるシルエットで、一枚でも着映えするアイテムです。 

付属のリボンはブラックでアクセントになっているのもポイント。 

同素材の
軽やかなポリエステルシフォンにあえてデニム柄をプリントしたスカート。 

唯一無二な風合いが存在感たっぷりです。 

デニムの無骨さがありながらも、プリーツ加工をふんだんに施しボリュームがあるのでフェミニンな印象に。 

また、縦のラインが強調されるのでスタイルアップ効果は抜群です。 

セットアップで
ワンピース風に着こなすのもかっこよく、目を引きます。 

商品のお問い合わせは、リアルショップまたは
desertrose_online@spark-dr.co.jpでも受け付けております。

DESERTROSE
クリスタ長堀店
TEL:06-6282-2191
阪急三番街店
TEL:06-6359-3733
京都大丸店
TEL:075-211-8111(代表)
西宮阪急店　婦人靴売場
TEL:0798-62-1381(代表)
神戸阪急店
TEL: 078-200-7407

毎日更新しています、是非フォローお待ちしております♡

#DESERTROSE 
#fashion #instafashion #coordinate
#デザートローズ#ファッション
#ファッションコーデ
#ファッション通販
#クリスタ長堀 #京都大丸
#西宮阪急 #阪急三番街　#神戸阪急
#アラフィフファッション
#アラフィフコーデ
#アラフォーコーデ
#アラフォーファッション
#大人コーデ
#大人カジュアル
#オトナ女子
#ファッション好きな人と繋がりたい
#お洒落さんと繋がりたい
#おしゃれさんと繋がりたい
#ダブスタ"
phoenix_flower_plants,2023/06/29 19:56,フィード,4,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants 
phoenix_flowershop 

【入荷リスト】
#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
phoenix_flower_plants,2023/06/29 19:55,フィード,4,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants
phoenix_flowershop 

【入荷リスト】
#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
phoenix_flower_plants,2023/06/29 19:55,フィード,4,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants
phoenix_flowershop 

【入荷リスト】

#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
phoenix_flower_plants,2023/06/29 19:54,フィード,3,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants
phoenix_flowershop 

【入荷リスト】

#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
phoenix_flower_plants,2023/06/29 19:53,フィード,5,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants
phoenix_flowershop 

【入荷リスト】

#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
phoenix_flower_plants,2023/06/29 19:50,フィード,2,0,"【Hawaii Fair】
7月1日(土)スタート

青のグラデーションが美しい「海」
幸運の象徴の「虹」
のびのびと色鮮やかに咲く「花と植物」
ゆったりとした時間を大切にしているハワイ
アロハスピリットを取り入れて
あこがれの夏を

phoenix_flower_plants
phoenix_flowershop 

【入荷リスト】

#カラテアゼブリナ
#トックリヤシ
#モンステラ
#アスプレニウム・アカキ
#フェニックスロベレニー
#パンダガジュマル
#ボトルツリー
#ディフェンバギアクールビューティ
#ドラセナワーネーキ 
#アグラオネマバレンタイン
#姫モンステラ
#ネオレゲリア 
#マランタレウコネウラ
#花パイナップル
#アスプレニウムレズリー
#テーブルヤシ
#プルメリア 
#ココヤシ

#ここから贈りたいここから贈られたい 
#PHOENIX
#フェニックス三番街
#OneandOnly

#大阪#梅田
#大阪花屋 #梅田花屋
#阪急三番街 

#Hawaii
#ハワイ
#夏の観葉植物"
desert_rose_spark,2023/06/29 19:43,フィード,10,0,"DENNY ROSEのとっても可愛いバッグはクリスタ長堀店と阪急三番街のみお取り扱いしております⭐️

コチラも只今プレセールでお買い得に❤️

気になる方は店頭までお問い合わせくださいませ。

Photo by dennyroseofficial 

商品のお問い合わせは、リアルショップまたは
desertrose_online@spark-dr.co.jpでも受け付けております。

DESERTROSE
クリスタ長堀店
TEL:06-6282-2191
阪急三番街店
TEL:06-6359-3733
京都大丸店
TEL:075-211-8111(代表)
西宮阪急店　婦人靴売場
TEL:0798-62-1381(代表)
神戸阪急店
TEL: 078-200-7407

毎日更新しています、是非フォローお待ちしております♡

#DESERTROSE 
#fashion #instafashion #coordinate
#RINASCIMENTO #DENNYROSE #Gaudi
#デザートローズ #リナシメント
#デニーローズ　#ガウディ
#ファッションコーデ
#ファッション通販
#クリスタ長堀 #京都大丸
#西宮阪急 #阪急三番街　#神戸阪急
#アラサーコーデ
#アラサー女子
#アラフォーコーデ
#アラフォーファッション
#大人コーデ
#大人カジュアル
#オトナ女子
#ファッション好きな人と繋がりたい
#お洒落さんと繋がりたい
#おしゃれさんと繋がりたい"
keai.h,2023/06/29 19:22,フィード,62,11,"今日3ヶ月前から約束してた友人と前回行った「幻想の国のアリス」へアフタヌーンティー🫖食べに行ってきました。
ここのアフタヌーンティーは安くて、ドリンク飲み放題で、ほんとオススメです❣️😊✨
友人も店内気に入ってくれて、珍しく写真撮りまくってました笑笑
帰りに、神戸のLIVEの最終日にチングちゃん達が泊まるホテル🏨がこの店から近かったので、一緒に何処にホテル🏨があるのか、確認しに暑い中付き合ってくれました😊✨
今日LIVEが夏にあることの話しをして、友人とは又来年会おう❣️と言って帰ってきました笑笑🤣🤣

最後の写真テギョンのストーリーより、いよいよ2PMあるってことかな⁈😍💕💕

追記
赤の女王と白の女王の対決やった笑笑

#幻想の国のアリス 
#赤の女王と白の女王の対決
#アフタヌーンティー
#D.D. HOUSE1F
#大阪グルメ
#梅田グルメ
#阪急三番街
#ジュノ
#junho
#2pm好きな人と繋がりたい"
silkream_official,2023/06/29 17:33,フィード,70,0,"【ソフトクリームの日のお知らせ】
こんにちは　SILKREAM阪急三番街店です🍦

7月3日にソフトクリームの日を記念して　当店にてソフトクリームを100円(税込)で販売いたします
北海道・抹茶・ストロベリー・ラムネの4種類の中からお選びください！

なお当日はこの4種のソフトクリームとCREMIAのみの販売となりますのでご注意ください
※CREMIAは定価580円(税込)です

当日は都合により店内着席可能数を少なくしていますのでご了承ください！

皆様のご来店お待ちしております😊

▪️営業時間11:00〜22:00 (ラストオーダー21:30)

#silkream #シルクレーム #阪急三番街 #ソフトクリームの日 #ソフトクリーム専門店 #7月3日 #シルクレーム阪急三番街"
regalshoes_hankyu_sanbangai,2023/06/29 17:00,フィード,17,0,".
「REGAL 厚底ダービーシューズ」
No.F20Q_AL_LN(ライトブラウン)
¥ 20,900(税込)

【REGAL SHOES 限定カラー】厚底ダービーシューズのご紹介を致します♪
濃淡あるアンティーク調仕上げなカラーが目を惹きます！
コーディネートのワンポイントにおススメです☆
厚底靴、革靴は好きだけど重たいのが気になってしまう方でも気にならずに履いて頂けるほど、見た目はボリューム感のある靴ですが軽量で履きやすいです！
 
ｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ
掲載商品やイベントの詳細はプロフィール欄のURLからブログにてご確認ください。
regalshoes_hankyu_sanbangai
ｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ

〜アプリ登録キャンペーン実施中です〜

#regal #regalshoes #shoes #womensshoes #casualshoes #derbyshoes #laceupshoes #flatshoes #leathershoes #cushioning #outfit #リーガル #リーガルシューズ #レディスシューズ #カジュアルシューズ #ダービーシューズ #レースアップシューズ #フラットシューズ #革靴 #クッショニング #トラッドスタイル #革靴女子 #今日のコーディネート #キョコ #足元倶楽部 #あしもとくらぶ #靴好きな人と繋がりたい #2023SS #梅田 #阪急三番街"
beerstandmolto,2023/06/29 16:08,フィード,17,0,"⁡#BlackTideBrewing さんから Musubi Maru が入荷しました！！
⁡
スタイル: IPA
アルコール: 6.5%

【ブルワリーより】

仙台・宮城観光PRキャラクターのむすび丸とのコラボレーションビールCryoホップをふんだんに使用したジューシーなIPAに仕上げた一杯。トロピカルかつダンクな味わい。

ーーーーーーーーーーーーーーーーーー
⁡
【営業時間】
⁡
平日 15:00〜24:00
土日祝 12:00〜24:00
（food 23:00, drink23:30 L.o）
⁡
ーーーーーーーーーーーーーーーーーーーー
⁡
#blacktidebrewing 
#musubimaru
#ビアスタンドモルト梅田
#贅沢コロッケ
#爽快ラガー
#コロッケとビールの相性96パーセント
#クラフトビール
#コロッケ
#ビールテイクアウト
#地ビール
#立ち飲み
#昼飲み
#阪急三番街
#ビール好きな人と繋がりたい
#1人飲み
#ビール女子
#梅田立ち飲み
#梅田立ち飲み昼飲み
#阪急立ち飲み
#梅田ビールテイクアウト
#梅田ビール
#大阪クラフトビール
#大阪立ち飲み
#梅田昼飲み
#梅田グルメ
#阪急三番街グルメ"
desert_rose_spark,2023/06/29 16:05,フィード,16,0,"【Rinascimento(リナシメント)】カジュアルな素材感の綺麗目ワンピース

商品のお問い合わせは、リアルショップまたは
desertrose_online@spark-dr.co.jpでも受け付けております。

DESERTROSE
クリスタ長堀店
TEL:06-6282-2191
阪急三番街店
TEL:06-6359-3733
京都大丸店
TEL:075-211-8111(代表)
西宮阪急店　婦人靴売場
TEL:0798-62-1381(代表) 
神戸阪急店
TEL: 078-200-7407

毎日更新しています、是非フォローお待ちしております♡

#DESERTROSE 
#デザートローズ #ファッション 
#ファッションコーデ 
#ファッション通販 
#クリスタ長堀　#京都大丸
#西宮阪急　#阪急三番街
#神戸阪急
#今日のコーデ
#アラサーコーデ
#アラサー女子
#アラフォーコーデ
#アラフォーファッション
#アラフィフコーデ 
#アラフィフ女子 
#大人コーデ
#大人カジュアル　　
#オトナ女子
#ファッションコーデ
#ファッション好きな人と繋がりたい
#お洒落さんと繋がりたい
#おしゃれさんと繋がりたい
#リナシメント　#Rinascimento"
beerstandmolto,2023/06/29 14:34,フィード,17,0,"【6月29日(木)本日のメニューです！】
⁡
本日も15時から元気に営業しております(^^)
⁡
モルトオリジナルビール
『その苦味、爽快につき。ラガー』
鳥取県、大山Gビールさんとのコラボ❗️
ここでしか飲めないビールを是非お試しください♪
⁡
ビールのtakeoutは200円引き‼️
お家ビールにいかがでしょうか🍻
⁡
ーーーーーーーーーーーーーーーーーーーー
⁡
【営業時間】
⁡
平日 15:00〜24:00
土日祝 12:00〜24:00
（food 23:00, drink23:30 L.o）
⁡
ーーーーーーーーーーーーーーーーーーーー
#大山gビール 
#モルト
#ビアスタンドモルト梅田
#贅沢コロッケ
#爽快ラガー
#コロッケとビールの相性96パーセント
#クラフトビール
#コロッケ
#ビールテイクアウト
#地ビール
#立ち飲み
#昼飲み
#阪急三番街
#ビール好きな人と繋がりたい
#1人飲み
#ビール女子
#梅田立ち飲み
#梅田立ち飲み昼飲み
#阪急立ち飲み
#梅田ビールテイクアウト
#梅田ビール
#大阪クラフトビール
#大阪立ち飲み
#梅田昼飲み
#梅田グルメ
#阪急三番街グルメ
#本日のビール"
shirokumawaka,2023/06/29 14:09,フィード,4,0,"京都を離れ、大阪へ。プリンで休憩。青春のモロゾフカフェ。（笑）客の年齢層高め😆
#モロゾフ
#モロゾフプリン 
#阪急三番街"
hash_photo_hankyu_official,2023/06/29 13:33,フィード,82,0,"emi_hash_photo_hankyu
・・・
※いいね。くださった方ごめんなさい🙏🏻確認後投稿してますが、また写真がバグってました😢再投稿いたします..

𖤣𖥧𖥣𖡡𖥧𖤣

〈 Re:Ent 楽韓堂 /阪急三番街 〉

阪急三番街フードホールは色々それぞれ
食べたいもんを食べれますが、混んでて席がなかなか💦なことありますよね😢
今回は比較的すぐ食べれる裏技を☝️
韓国料理限定ですが🤭

石焼きビビンバからスンドゥブ、
ヤンニョムチキン定食から冷麺にキンパ
などなど！韓国料理が早く美味し〜く
いただける「楽韓堂」
デザートドリンクも豊富です✨

こちらでの注文の品のみ
横に隣接されているお席で食べれます☝️
一度覗いてみて空いてれば..
お腹具合が韓国料理なら😋
すぐ座れて熱々が食べれちゃいます〜🙌🏻

୨୧ ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈ ୨୧

阪急各線 大阪梅田駅 徒歩5分

大阪市北区芝田1-1-3阪急三番街北館B2 
UMEDA FOOD HALL

OPEN : 11:00～23:00

୨୧ ┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈ ୨୧

#photo阪急 
#photo阪急公式アンバサダー
#阪急各線
#大阪梅田駅
#楽韓堂 #リエント楽韓堂 #梅田フードホール #umedafoodhall #阪急三番街 #石焼きビビンバ #韓国料理 #梅田グルメ #梅田ランチ #梅田韓国料理 #阪急電車 #photo阪急えみ #阪急沿線さんぽ"
kyou.asu.yume,2023/06/29 13:13,フィード,8,0,"3週間くらい前に観た
ブラタモリ🕶が梅田で
お初天神へ行きたくなったので
お出かけしました🚃

お初天神の前にまずはLUNCH🍽
目移りして、牛タンのお店なのに
ビーフステーキ定食たのんでしまった笑
次は牛たんによー🤎

#梅田ランチ
#阪急三番街 
#もりの屋 #もりの屋阪急三番街"
__lovely.1__,2023/06/30 11:12,フィード,7,0,"🥚
#うちのたまご #うちのたまご阪急三番街店 #阪急三番街 #阪急三番街グルメ #阪急三番街ランチ #梅田グルメ #梅田ランチ #大阪グルメ #大阪ランチ #japan #osaka #umeda"
kitchenkitchen_official,2023/06/30 09:02,フィード,81,0,".
 
゜+.―――――
　テーブルウェアとかごものフェア
　　　　　　開催のご案内！
　　　　　　　　　　　―――――.+゜
 
”テーブルウェアとかごものフェア”では
日ごろの感謝の気持ちを込めた
「特別な商品」を「特別な価格」でご用意しました。
 
 
8月1日(火)スタートの第2弾は…
 
＼　\\　　　　　　　　　//　／
　 素敵な夏のテーブルウェア
／　//　　　　　　　　　\\　＼
 
 
夏の食卓がパッと明るくなるような
手書き風の果実や植物をキャッチーに描いた
”レコルトシリーズ”のプレートや、
大人気”Lien(リアン)シリーズ”から
このフェア限定で特別にご用意した新色が登場！
 
新色はナニイロ？？
ヒント ➡➡ 7月30日の投稿画像内容をチェック！
 
 
みなさまの新色予想を
コメントで教えていただけると嬉しいです✧˖°
 
 
第2弾イベント期間は
2023年8月1日(火)～8月21日(月)！！
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
 
ご用意しました特別な商品は
期間限定・数量限定ですのでお見逃しのなく！
 
※Lien(リアン)の新色は明日7月1日に発表！お楽しみに♪*
 
 
꒰ 第2弾ランナップ ꒱
*ラウンドプレート レコルト L (ネイビー)
(W24×D24×H3cm)
550yen(税込)

*ラウンドプレート レコルト M (ネイビー)
(W21×D21×H2cm)
330yen(税込)

*Lien プレート (新色登場！)
(φ22×H1.5cm)
330yen(税込)

*Lien カフェプレート (新色登場！)
(φ17×H1.5cm)
330yen(税込)

*タグ付きラミネートランチマット チェック
(ブルー) (W45×H30cm)
330yen(税込)

*足付きグラス ストライプエンボス (ブルー)
(φ8×H14cm)
330yen(税込)

*足付きグラス ストライプエンボス (グレー)
(φ8×H14cm)
330yen(税込)
 
 
⚠️第1弾販売開始日：2023年7月14日(金)～
　  第2弾販売開始日：2023年8月1日(火)～
⚠️ご予約は承っておりません
⚠️記載の限定数は「1店舗あたり」の数量です
 
＊＊オンラインショップでの販売について＊＊
多くのお客様にお買い上げいただけるよう
オンラインショップでも販売いたします。
ぜひご利用くださいませ。
【販売開始日】
第1弾：7月18日(火) 10時開始予定
第2弾：8月1日(火) 10時開始予定
※第1弾は店舗販売開始日とは異なりますので
　ご注意くださいませ。
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
 
 
#kitchenkitchen
#キッチンキッチン
#ケーバイケーバイキッチンキッチン

【店舗案内】
▶︎東京都
#ルミネ立川 7F
#アトレ吉祥寺 B1F
▶︎神奈川県
#ジョイナス 1F
▶︎大阪府
#阪急三番街 B2F
#あべのキューズモール B1F
▶︎愛知県
#タカシマヤゲートタワー

⚠️時間短縮営業を行っている店舗がございますので、
ご来店の際には各商業施設のホームページ情報を
ご確認くださいませ。

#テーブルウェアとかごものフェア #素敵な夏のテーブルウェア #サマーフェア #キッチンキッチンのサマーフェア #Lien #Lienシリーズ #リアンシリーズ #足付きグラス #ランチマット #暮らしを楽しむ"
kitchenkitchen_official,2023/06/30 09:01,フィード,71,2,".
 
゜+.―――――
　テーブルウェアとかごものフェア
　　　　　　開催のご案内！
　　　　　　　　　　　―――――.+゜
 
”テーブルウェアとかごものフェア”では
日ごろの感謝の気持ちを込めた
「特別な商品」を「特別な価格」でご用意しました。
 
 
8月1日(火)スタートの第2弾は…
 
＼　\\　　　　　　　　　//　／
　 素敵な夏のテーブルウェア
／　//　　　　　　　　　\\　＼
 
 
夏の食卓がパッと明るくなるような
手書き風の果実や植物をキャッチーに描いた
”レコルトシリーズ”のプレートや、
大人気”Lien(リアン)シリーズ”から
このフェア限定で特別にご用意した新色が登場！
 
新色はナニイロ？？
ヒント ➡➡ 投稿画像2枚目をチェック！
 
 
みなさまの新色予想を
コメントで教えていただけると嬉しいです✧˖°
 
 
第2弾イベント期間は
2023年8月1日(火)～8月21日(月)！！
¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
 
ご用意しました特別な商品は
期間限定・数量限定ですのでお見逃しのなく！
 
※Lien(リアン)の新色は明日7月1日に発表！お楽しみに♪*
 
 
꒰ 第2弾ランナップ ꒱
*ラウンドプレート レコルト L (ネイビー)
(W24×D24×H3cm)
550yen(税込)

*ラウンドプレート レコルト M (ネイビー)
(W21×D21×H2cm)
330yen(税込)

*Lien プレート (新色登場！)
(φ22×H1.5cm)
330yen(税込)

*Lien カフェプレート (新色登場！)
(φ17×H1.5cm)
330yen(税込)

*タグ付きラミネートランチマット チェック
(ブルー) (W45×H30cm)
330yen(税込)

*足付きグラス ストライプエンボス (ブルー)
(φ8×H14cm)
330yen(税込)

*足付きグラス ストライプエンボス (グレー)
(φ8×H14cm)
330yen(税込)
 
 
⚠️第1弾販売開始日：2023年7月14日(金)～
　  第2弾販売開始日：2023年8月1日(火)～
⚠️ご予約は承っておりません
⚠️記載の限定数は「1店舗あたり」の数量です
 
＊＊オンラインショップでの販売について＊＊
多くのお客様にお買い上げいただけるよう
オンラインショップでも販売いたします。
ぜひご利用くださいませ。
【販売開始日】
第1弾：7月18日(火) 10時開始予定
第2弾：8月1日(火) 10時開始予定
※第1弾は店舗販売開始日とは異なりますので
　ご注意くださいませ。
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
 
 
#kitchenkitchen
#キッチンキッチン
#ケーバイケーバイキッチンキッチン

【店舗案内】
▶︎東京都
#ルミネ立川 7F
#アトレ吉祥寺 B1F
▶︎神奈川県
#ジョイナス 1F
▶︎大阪府
#阪急三番街 B2F
#あべのキューズモール B1F
▶︎愛知県
#タカシマヤゲートタワー

⚠️時間短縮営業を行っている店舗がございますので、
ご来店の際には各商業施設のホームページ情報を
ご確認くださいませ。

#テーブルウェアとかごものフェア #素敵な夏のテーブルウェア #サマーフェア #キッチンキッチンのサマーフェア #Lien #Lienシリーズ #リアンシリーズ #足付きグラス #ランチマット #暮らしを楽しむ"
